Uni-port ID,Entry name,Protein names,Gene names,Status,Organism,Length,Mass,Activity regulation,Involvement in disease,Catalytic activity,Cross-reference (PDB),Function
P61769,B2MG_HUMAN,Beta-2-microglobulin [Cleaved into: Beta-2-microglobulin form pI 5.3],B2M CDABP0092 HDCMA22P,reviewed,Homo sapiens (Human),119,"13,715",N/A,Immunodeficiency 43 (IMD43),N/A,1A1M;1A1N;1A1O;1A6Z;1A9B;1A9E;1AGB;1AGC;1AGD;1AGE;1AGF;1AKJ;1AO7;1B0G;1B0R;1BD2;1C16;1CE6;1CG9;1DE4;1DUY;1DUZ;1E27;1E28;1EEY;1EEZ;1EFX;1EXU;1GZP;1GZQ;1HHG;1HHH;1HHI;1HHJ;1HHK;1HLA;1HSA;1HSB;1I1F;1I1Y;1I4F;1I7R;1I7T;1I7U;1IM3;1IM9;1JF1;1JGD;1JGE;1JHT;1JNJ;1K5N;1KPR;1KTL;1LDS;1LP9;1M05;1M6O;1MHE;1MI5;1N2R;1OF2;1OGA;1OGT;1ONQ;1P7Q;1PY4;1Q94;1QEW;1QLF;1QQD;1QR1;1QRN;1QSE;1QSF;1QVO;1R3H;1S8D;1S9W;1S9X;1S9Y;1SYS;1SYV;1T1W;1T1X;1T1Y;1T1Z;1T20;1T21;1T22;1TMC;1TVB;1TVH;1UQS;1UXS;1UXW;1VGK;1W0V;1W0W;1W72;1X7Q;1XH3;1XR8;1XR9;1XZ0;1YDP;1YPZ;1ZHK;1ZHL;1ZS8;1ZSD;1ZT4;1ZVS;2A83;2AK4;2AV1;2AV7;2AXF;2AXG;2BCK;2BNQ;2BNR;2BSR;2BSS;2BST;2BVO;2BVP;2BVQ;2C7U;2CII;2CIK;2CLR;2D31;2D4D;2D4F;2DYP;2E8D;2ESV;2F53;2F54;2F74;2F8O;2FYY;2FZ3;2GIT;2GJ6;2GT9;2GTW;2GTZ;2GUO;2H26;2H6P;2HJK;2HJL;2HLA;2HN7;2J8U;2JCC;2NW3;2NX5;2P5E;2P5W;2PO6;2PYE;2RFX;2UWE;2V2W;2V2X;2VB5;2VLJ;2VLK;2VLL;2VLR;2X4N;2X4O;2X4P;2X4Q;2X4R;2X4S;2X4T;2X4U;2X70;2X89;2XKS;2XKU;2XPG;2YPK;2YPL;2YXF;2Z9T;3AM8;3B3I;3B6S;3BGM;3BH8;3BH9;3BHB;3BO8;3BP4;3BP7;3BVN;3BW9;3BWA;3BXN;3BZE;3BZF;3C9N;3CDG;3CII;3CIQ;3CZF;3D18;3D25;3D2U;3D39;3D3V;3DBX;3DHJ;3DHM;3DTX;3DX6;3DX7;3DX8;3DXA;3EKC;3FFC;3FQN;3FQR;3FQT;3FQU;3FQW;3FQX;3FT2;3FT3;3FT4;3GIV;3GJF;3GSN;3GSO;3GSQ;3GSR;3GSU;3GSV;3GSW;3GSX;3H7B;3H9H;3H9S;3HAE;3HCV;3HG1;3HLA;3HPJ;3HUJ;3I6G;3I6K;3I6L;3IB4;3IXA;3JTS;3KLA;3KPL;3KPM;3KPN;3KPO;3KPP;3KPQ;3KPR;3KPS;3KWW;3KXF;3KYN;3KYO;3L3D;3L3G;3L3I;3L3J;3L3K;3LKN;3LKO;3LKP;3LKQ;3LKR;3LKS;3LN4;3LN5;3LOW;3LOZ;3LV3;3M17;3M1B;3MGO;3MGT;3MR9;3MRB;3MRC;3MRD;3MRE;3MRF;3MRG;3MRH;3MRI;3MRJ;3MRK;3MRL;3MRM;3MRN;3MRO;3MRP;3MRQ;3MRR;3MV7;3MV8;3MV9;3MYJ;3MYZ;3MZT;3NA4;3NFN;3O3A;3O3B;3O3D;3O3E;3O4L;3OV6;3OX8;3OXR;3OXS;3PWJ;3PWL;3PWN;3PWP;3QDA;3QDG;3QDJ;3QDM;3QEQ;3QFD;3QFJ;3QZW;3REW;3RL1;3RL2;3RWJ;3S6C;3SDX;3SJV;3SKM;3SKO;3SPV;3T8X;3TID;3TIE;3TLR;3TM6;3TO2;3TZV;3U0P;3UPR;3UTQ;3UTS;3UTT;3V5D;3V5H;3V5K;3VCL;3VFM;3VFN;3VFO;3VFP;3VFR;3VFS;3VFT;3VFU;3VFV;3VFW;3VH8;3VRI;3VRJ;3VWJ;3VWK;3VXM;3VXN;3VXO;3VXP;3VXR;3VXS;3VXU;3W0W;3W39;3WL9;3WLB;3WUW;3X11;3X12;3X13;3X14;4E0K;4E0L;4E5X;4EN3;4EUP;4F7M;4F7P;4F7T;4FTV;4FXL;4G8G;4G8I;4G9D;4G9F;4GKN;4GKS;4GUP;4HKJ;4HWZ;4HX1;4I48;4I4W;4JFD;4JFE;4JFF;4JFO;4JFP;4JFQ;4JQV;4JQX;4JRX;4JRY;4K71;4K7F;4KDT;4L29;4L3C;4L3E;4L4T;4L4V;4LCW;4LCY;4LHU;4LNR;4M8V;4MJ5;4MJ6;4MJI;4MNQ;4N0F;4N0U;4N8V;4NNX;4NNY;4NO0;4NO2;4NO3;4NO5;4NQC;4NQD;4NQE;4NQV;4NQX;4NT6;4O2C;4O2E;4O2F;4ONO;4PJ5;4PJ7;4PJ8;4PJ9;4PJA;4PJB;4PJC;4PJD;4PJE;4PJF;4PJG;4PJH;4PJI;4PJX;4PR5;4PRA;4PRB;4PRD;4PRE;4PRH;4PRI;4PRN;4PRP;4QOK;4QRP;4QRQ;4QRR;4QRS;4QRT;4QRU;4R9H;4RA3;4RAH;4RMQ;4RMR;4RMS;4RMT;4RMU;4RMV;4RMW;4U1H;4U1I;4U1J;4U1K;4U1L;4U1M;4U1N;4U1S;4U6X;4U6Y;4UQ2;4UQ3;4WC8;4WDI;4WJ5;4WO4;4WU5;4WU7;4WUU;4WW2;4WWK;4X0S;4X6C;4X6D;4X6E;4X6F;4XXC;4Z76;4Z77;4Z78;5B38;5B39;5BJT;5BRZ;5BS0;5BXF;5C07;5C08;5C09;5C0A;5C0B;5C0C;5C0D;5C0E;5C0F;5C0G;5C0I;5C0J;5C9J;5CFH;5CKA;5CKG;5CS7;5CSB;5CSG;5D2L;5D2N;5D5M;5D7I;5D7J;5D7L;5D9S;5DDH;5DEF;5DEG;5E00;5E6I;5E9D;5ENW;5EO0;5EO1;5EOT;5EU3;5EU4;5EU5;5EU6;5EUO;5F1I;5F7D;5F9J;5FA3;5FA4;5FDW;5GR7;5GRD;5GRG;5GSB;5GSD;5GSR;5GSV;5GSX;5HGA;5HGB;5HGD;5HGH;5HHM;5HHN;5HHO;5HHP;5HHQ;5HYJ;5IB1;5IB2;5IB3;5IB4;5IB5;5IEH;5IEK;5IM7;5INC;5IND;5IRO;5ISZ;5IUE;5J1A;5JHD;5JZI;5KNM;5L2J;5L2K;5MEN;5MEO;5MEP;5MEQ;5MER;5N1Y;5N6B;5NHT;5NME;5NMF;5NMG;5NMH;5NMK;5NQ1;5NQ3;5NQK;5OPI;5SWQ;5T6W;5T6X;5T6Y;5T6Z;5T70;5TEZ;5TRZ;5TS1;5TXS;5U16;5U17;5U1R;5U2V;5U6Q;5U72;5U98;5V5L;5V5M;5VGD;5VGE;5VUD;5VUE;5VUF;5VVP;5VWD;5VWF;5VWH;5VWJ;5VZ5;5W1V;5W1W;5W67;5W69;5W6A;5WER;5WHK;5WJL;5WJN;5WKE;5WKF;5WKG;5WKH;5WKI;5WL1;5WMN;5WMO;5WMP;5WMQ;5WMR;5WSH;5WWI;5WWJ;5WWU;5WXC;5WXD;5XOS;5XOT;5XOV;5YXN;5YXU;6AEE;6AM5;6AMT;6AMU;6APN;6AT5;6AT9;6AVF;6AVG;6BJ2;6BJ3;6BJ8;6BXP;6BXQ;6C09;6C15;6C97;6C98;6C99;6CUG;6D29;6D2B;6D2R;6D2T;6D64;6D78;6DKP;6EI2;6ENY;6EQA;6EQB;6EWA;6EWC;6EWO;6FGB;6G3J;6G3K;6GGM;6GH1;6GH4;6GHN;6GK3;6GL1;6ID4;6IEX;6ILM;6J1V;6J1W;6J29;6J2A;6J2E;6J2G;6J2H;6J2I;6J2J;6JOZ;6JP3;6JTN;6JTO;6JTP;6K60;6K7T;6LA6;6LA7;6M1B;6M24;6M2J;6M2K;6MPP;6MT3;6MT4;6MT5;6MT6;6MTL;6MTM;6MWR;6NCA;6NHA;6NPR;6NUX;6O4Y;6O4Z;6O51;6O53;6O9B;6O9C;6OPD;6P23;6P27;6P2C;6P2F;6P2S;6P64;6PA1;6PAG;6PBH;6PTB;6PTE;6PUC;6PUD;6PUE;6PUF;6PUG;6PUH;6PUI;6PUJ;6PUK;6PUL;6PUM;6PVC;6PVD;6PYJ;6PYL;6PYV;6PYW;6PZ5;6Q3K;6Q3S;6QIO;6QIP;6R2L;6RP9;6RPA;6RPB;6RSY;6SS7;6SS8;6SS9;6SSA;6TDO;6TDP;6TDQ;6TDR;6TDS;6TMO;6TRN;6TRO;6UJ7;6UJ8;6UJ9;6UJO;6UJQ;6UK2;6UK4;6ULI;6ULK;6ULN;6ULR;6UON;6UZ1;6UZM;6UZN;6UZO;6UZP;6UZQ;6UZS;6V2O;6V2P;6V2Q;6V3J;6V7Y;6V7Z;6V80;6VB0;6VB1;6VB2;6VB3;6VB4;6VB5;6VB6;6VB7;6VIU;6VM7;6VM8;6VM9;6VMA;6VMC;6VMX;6VPZ;6VQ2;6VQD;6VQE;6VQO;6VQY;6VQZ;6VR1;6VR5;6VRM;6VRN;6W51;6W9U;6W9V;6WNA;6WOL;6WZY;6X00;6XQA;6XQP;6Y26;6Y27;6Y28;6Y29;6Y2A;6Y2B;6Z9V;6Z9W;6Z9X;6ZKW;6ZKX;6ZKY;6ZKZ;7AFV;7ALO;7B5F;7BBG;7BH8;7C9V;7CIQ;7CIR;7CIS;7DUU;7DYN;7DZM;7DZN;7EDO;7EJL;7EJM;7EJN;7EU2;7F4W;7JWI;7JYU;7JYV;7JYW;7JYX;7K80;7K81;7KGO;7KGP;7KGQ;7KGR;7KGS;7KGT;7KOZ;7KP0;7KP1;7L1B;7L1C;7L1D;7LFZ;7LG0;7LG2;7LG3;7LGD;7LGT;7LLI;7LLJ;7M8S;7M8T;7M8U;7MJ6;7MJ7;7MJ8;7MJ9;7MJA;7MKB;7MLE;7MX4;7MXF;7MXH;7N1A;7N1B;7N1E;7N1F;7N6D;7N6E;7NDQ;7NDT;7NDU;7NUI;7P3D;7P3E;7RM4;7RRG;7RTD;7RTR;7S8Q;7S8R;7S8S;7WKJ;,Component of the class I major histocompatibility complex (MHC).
P62805,H4_HUMAN,Histone H4,H4C1 H4/A H4FA HIST1H4A; H4C2 H4/I H4FI HIST1H4B; H4C3 H4/G H4FG HIST1H4C; H4C4 H4/B H4FB HIST1H4D; H4C5 H4/J H4FJ HIST1H4E; H4C6 H4/C H4FC HIST1H4F; H4C8 H4/H H4FH HIST1H4H; H4C9 H4/M H4FM HIST1H4I; H4C11 H4/E H4FE HIST1H4J; H4C12 H4/D H4FD HIST1H4K; H4C13 H4/K H4FK HIST1H4L; H4C14 H4/N H4F2 H4FN HIST2H4 HIST2H4A; H4C15 H4/O H4FO HIST2H4B; H4-16 HIST4H4,reviewed,Homo sapiens (Human),103,"11,367",N/A,Chromosomal aberrations involving HISTONE H4 is a cause of B-cell non-Hodgkin lymphomas (B-cell NHL),N/A,1ZKK;2BQZ;2CV5;2IG0;2KWN;2KWO;2LVM;2QQS;2RJE;2RNY;2RS9;3A6N;3AFA;3AN2;3AV1;3AV2;3AYW;3AZE;3AZF;3AZG;3AZH;3AZI;3AZJ;3AZK;3AZL;3AZM;3AZN;3CFS;3CFV;3F9W;3F9X;3F9Y;3F9Z;3IJ1;3JPX;3NQJ;3NQU;3O36;3QBY;3QZS;3QZT;3QZV;3R45;3UVW;3UVX;3UVY;3UW9;3W96;3W97;3W98;3W99;3WA9;3WAA;3WKJ;3WTP;3X1S;3X1T;3X1U;3X1V;4GQB;4H9N;4H9O;4H9P;4H9Q;4H9R;4H9S;4HGA;4M38;4N3W;4N4F;4QUT;4QUU;4QYD;4U9W;4YM5;4YM6;4YY6;4YYD;4YYG;4YYH;4YYI;4YYJ;4YYK;4YYM;4YYN;4Z2M;4Z5T;5AV5;5AV6;5AV8;5AV9;5AVB;5AVC;5AY8;5B0Y;5B0Z;5B24;5B2I;5B2J;5B31;5B32;5B33;5B40;5BNV;5BNX;5BO0;5C3I;5CPI;5CPJ;5CPK;5FA5;5FFW;5FWE;5GSE;5GSU;5GT0;5GT3;5GTC;5GXQ;5JA4;5JRG;5KDM;5TEG;5X7X;5XF3;5XF4;5XF5;5Y0C;5Y0D;5YE3;5YE4;5Z23;5Z30;5ZBX;5ZGC;6A5L;6A5O;6A5P;6A5R;6A5T;6A5U;6ACP;6BUZ;6C0W;6E0C;6E0P;6FML;6HKT;6HTS;6INQ;6IR9;6J4W;6J4X;6J4Y;6J4Z;6J50;6J51;6JOU;6JR0;6JR1;6K1I;6K1J;6K1K;6KE9;6KVD;6KXV;6L49;6L4A;6L9H;6L9Z;6LA2;6LA8;6LA9;6LAB;6LE9;6LER;6M3V;6M44;6M4D;6M4G;6M4H;6MLC;6MUO;6MUP;6O1D;6R0C;6R8Y;6R8Z;6R90;6R91;6R92;6R93;6R94;6RNY;6RXS;6SE0;6SE6;6SEE;6SEF;6SEG;6T79;6T7A;6T7B;6T7C;6T7D;6T90;6T93;6UPK;6UPL;6USJ;6V2K;6V92;6VO5;6X59;6X5A;6XJD;6Y5D;6YOV;7A08;7BWD;7BXT;7BY0;7C0M;7CCQ;7CCR;7CIZ;7CJ0;7COW;7D1Z;7D20;7DBP;7E8D;7EIC;7JO9;7JOA;7JZV;7K5X;7K5Y;7K60;7K61;7K63;7LMK;7LMM;7LYA;7LYB;7LYC;7M98;7NL0;7SCY;7SCZ;7U46;7U47;7U4D;7V6Q;,"Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template."
P63244,RACK1_HUMAN,"Receptor of activated protein C kinase 1 (Cell proliferation-inducing gene 21 protein) (Guanine nucleotide-binding protein subunit beta-2-like 1) (Guanine nucleotide-binding protein subunit beta-like protein 12.3) (Human lung cancer oncogene 7 protein) (HLC-7) (Receptor for activated C kinase) (Small ribosomal subunit protein RACK1) [Cleaved into: Receptor of activated protein C kinase 1, N-terminally processed (Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed)]",RACK1 GNB2L1 HLC7 PIG21,reviewed,Homo sapiens (Human),317,"35,077",N/A,N/A,N/A,4AOW;4UG0;4V6X;5A2Q;5AJ0;5FLX;5LKS;5OA3;5T2C;5VYC;6FEC;6G18;6G51;6G53;6G5H;6G5I;6IP5;6IP6;6IP8;6OLE;6OLF;6OLG;6OLI;6OLZ;6OM0;6OM7;6QZP;6XA1;6Y0G;6Y2L;6Y57;6YBS;6Z6L;6Z6M;6Z6N;6ZLW;6ZM7;6ZME;6ZMI;6ZMO;6ZMT;6ZMW;6ZN5;6ZOJ;6ZOL;6ZON;6ZP4;6ZUO;6ZV6;6ZVH;6ZVJ;6ZXD;6ZXE;6ZXF;6ZXG;6ZXH;7A09;7K5I;,"Scaffolding protein involved in the recruitment, assembly and/or regulation of a variety of signaling molecules."
P68871,HBB_HUMAN,Hemoglobin subunit beta (Beta-globin) (Hemoglobin beta chain) [Cleaved into: LVV-hemorphin-7; Spinorphin],HBB,reviewed,Homo sapiens (Human),147,"15,998",N/A,Heinz body anemias (HEIBAN),N/A,1A00;1A01;1A0U;1A0Z;1A3N;1A3O;1ABW;1ABY;1AJ9;1B86;1BAB;1BBB;1BIJ;1BUW;1BZ0;1BZ1;1BZZ;1C7B;1C7C;1C7D;1CBL;1CBM;1CH4;1CLS;1CMY;1COH;1DKE;1DXT;1DXU;1DXV;1FN3;1G9V;1GBU;1GBV;1GLI;1GZX;1HAB;1HAC;1HBA;1HBB;1HBS;1HCO;1HDB;1HGA;1HGB;1HGC;1HHO;1IRD;1J3Y;1J3Z;1J40;1J41;1J7S;1J7W;1J7Y;1JY7;1K0Y;1K1K;1KD2;1LFL;1LFQ;1LFT;1LFV;1LFY;1LFZ;1LJW;1M9P;1MKO;1NEJ;1NIH;1NQP;1O1I;1O1J;1O1K;1O1L;1O1M;1O1N;1O1O;1O1P;1QI8;1QSH;1QSI;1QXD;1QXE;1R1X;1R1Y;1RPS;1RQ3;1RQ4;1RQA;1RVW;1SDK;1SDL;1THB;1UIW;1VWT;1XXT;1XY0;1XYE;1XZ2;1XZ4;1XZ5;1XZ7;1XZU;1XZV;1Y09;1Y0A;1Y0C;1Y0D;1Y0T;1Y0W;1Y22;1Y2Z;1Y31;1Y35;1Y45;1Y46;1Y4B;1Y4F;1Y4G;1Y4P;1Y4Q;1Y4R;1Y4V;1Y5F;1Y5J;1Y5K;1Y7C;1Y7D;1Y7G;1Y7Z;1Y83;1Y85;1Y8W;1YDZ;1YE0;1YE1;1YE2;1YEN;1YEO;1YEQ;1YEU;1YEV;1YFF;1YG5;1YGD;1YGF;1YH9;1YHE;1YHR;1YIE;1YIH;1YVQ;1YVT;1YZI;2D5Z;2D60;2DN1;2DN2;2DN3;2DXM;2H35;2HBC;2HBD;2HBE;2HBF;2HBS;2HCO;2HHB;2HHD;2HHE;2M6Z;2W6V;2W72;2YRS;3B75;3D17;3D7O;3DUT;3HHB;3HXN;3IC0;3IC2;3KMF;3NL7;3NMM;3ODQ;3ONZ;3OO4;3OO5;3P5Q;3QJB;3QJC;3QJD;3QJE;3R5I;3S65;3S66;3SZK;3W4U;3WCP;3WHM;4FC3;4HHB;4IJ2;4L7Y;4M4A;4M4B;4MQC;4MQG;4MQH;4MQI;4N7N;4N7O;4N7P;4N8T;4NI0;4NI1;4ROL;4ROM;4WJG;4X0L;4XS0;5E29;5E6E;5E83;5EE4;5HU6;5HY8;5JDO;5KDQ;5KSI;5KSJ;5NI1;5SW7;5U3I;5UCU;5UFJ;5URC;5VMM;5WOG;5WOH;5X2R;5X2S;5X2T;5X2U;6BB5;6BNR;6BWP;6BWU;6DI4;6FQF;6HAL;6HBW;6HK2;6KA9;6KAE;6KAH;6KAI;6KAO;6KAP;6KAQ;6KAR;6KAS;6KAT;6KAU;6KAV;6KYE;6L5V;6L5W;6L5X;6L5Y;6LCW;6LCX;6NBC;6NBD;6NQ5;6TB2;6XD9;6XDT;6XE7;7AET;7AEU;7AEV;7CUE;7DY3;7DY4;7JJQ;7JXZ;7JY0;7JY1;7JY3;7PCF;7PCH;7PCQ;7UD7;7UD8;7UF6;7UF7;7VDE;,Involved in oxygen transport from the lung to the various peripheral tissues.
P69718,REV_HV1H3,Protein Rev (ART/TRS) (Anti-repression transactivator) (Regulator of expression of viral proteins),rev,reviewed,Human immunodeficiency virus type 1 group M subtype B (isolate HXB3) (HIV-1),116,"13,051",N/A,N/A,N/A,3LPH;4PMI;,Escorts unspliced or incompletely spliced viral pre-mRNAs (late transcripts) out of the nucleus of infected cells.
P69892,HBG2_HUMAN,Hemoglobin subunit gamma-2 (Gamma-2-globin) (Hb F Ggamma) (Hemoglobin gamma-2 chain) (Hemoglobin gamma-G chain),HBG2,reviewed,Homo sapiens (Human),147,"16,126",N/A,Cyanosis transient neonatal (TNCY),N/A,1FDH;4MQJ;4MQK;,"Gamma chains make up the fetal hemoglobin F, in combination with alpha chains."
P69905,HBA_HUMAN,Hemoglobin subunit alpha (Alpha-globin) (Hemoglobin alpha chain) [Cleaved into: Hemopressin],HBA1; HBA2,reviewed,Homo sapiens (Human),142,"15,258",N/A,Heinz body anemias (HEIBAN),N/A,1A00;1A01;1A0U;1A0Z;1A3N;1A3O;1A9W;1ABW;1ABY;1AJ9;1B86;1BAB;1BBB;1BIJ;1BUW;1BZ0;1BZ1;1BZZ;1C7B;1C7C;1C7D;1CLS;1CMY;1COH;1DKE;1DXT;1DXU;1DXV;1FDH;1FN3;1G9V;1GBU;1GBV;1GLI;1GZX;1HAB;1HAC;1HBA;1HBB;1HBS;1HCO;1HDB;1HGA;1HGB;1HGC;1HHO;1IRD;1J3Y;1J3Z;1J40;1J41;1J7S;1J7W;1J7Y;1JY7;1K0Y;1K1K;1KD2;1LFL;1LFQ;1LFT;1LFV;1LFY;1LFZ;1LJW;1M9P;1MKO;1NEJ;1NIH;1NQP;1O1I;1O1J;1O1K;1O1L;1O1M;1O1N;1O1O;1O1P;1QI8;1QSH;1QSI;1QXD;1QXE;1R1X;1R1Y;1RPS;1RQ3;1RQ4;1RQA;1RVW;1SDK;1SDL;1SHR;1SI4;1THB;1UIW;1VWT;1XXT;1XY0;1XYE;1XZ2;1XZ4;1XZ5;1XZ7;1XZU;1XZV;1Y01;1Y09;1Y0A;1Y0C;1Y0D;1Y0T;1Y0W;1Y22;1Y2Z;1Y31;1Y35;1Y45;1Y46;1Y4B;1Y4F;1Y4G;1Y4P;1Y4Q;1Y4R;1Y4V;1Y5F;1Y5J;1Y5K;1Y7C;1Y7D;1Y7G;1Y7Z;1Y83;1Y85;1Y8W;1YDZ;1YE0;1YE1;1YE2;1YEN;1YEO;1YEQ;1YEU;1YEV;1YFF;1YG5;1YGD;1YGF;1YH9;1YHE;1YHR;1YIE;1YIH;1YVQ;1YVT;1YZI;1Z8U;2D5Z;2D60;2DN1;2DN2;2DN3;2DXM;2H35;2HBC;2HBD;2HBE;2HBF;2HBS;2HCO;2HHB;2HHD;2HHE;2M6Z;2W6V;2W72;2YRS;3B75;3D17;3D7O;3DUT;3HHB;3HXN;3IA3;3IC0;3IC2;3KMF;3NL7;3NMM;3ODQ;3ONZ;3OO4;3OO5;3OVU;3P5Q;3QJB;3QJC;3QJD;3QJE;3R5I;3S48;3S65;3S66;3SZK;3WCP;3WHM;4FC3;4HHB;4IJ2;4L7Y;4M4A;4M4B;4MQC;4MQG;4MQH;4MQI;4MQJ;4MQK;4N7N;4N7O;4N7P;4N8T;4NI0;4NI1;4ROL;4ROM;4WJG;4X0L;4XS0;5E29;5E6E;5E83;5EE4;5HU6;5HY8;5JDO;5KDQ;5KSI;5KSJ;5NI1;5SW7;5U3I;5UCU;5UFJ;5URC;5VMM;5WOG;5WOH;5X2R;5X2S;5X2T;5X2U;6BB5;6BNR;6BWP;6BWU;6DI4;6HAL;6HBW;6HK2;6KA9;6KAE;6KAH;6KAI;6KAO;6KAP;6KAQ;6KAR;6KAS;6KAT;6KAU;6KAV;6KYE;6L5V;6L5W;6L5X;6L5Y;6LCW;6LCX;6NBC;6NBD;6NQ5;6TB2;6XD9;6XDT;6XE7;7AET;7AEU;7AEV;7CUE;7DY3;7DY4;7JJQ;7JXZ;7JY0;7JY1;7JY3;7K4M;7PCF;7PCH;7PCQ;7UD7;7UD8;7UF6;7UF7;7VDE;,Involved in oxygen transport from the lung to the various peripheral tissues.
P83673,LYS1_CRAVI,"Lysozyme 1 (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase 1) (Invertebrate-type lysozyme 1) (cv-lysozyme 1)",lysoz1 lysoz,reviewed,Crassostrea virginica (Eastern oyster),184,"19,986",N/A,N/A,Reaction=Hydrolysis of (1->4)-beta-linkages between N-acetylmuramic acid and N-acetyl-D-glucosamine residues in a peptidoglycan and between N-acetyl-D-glucosamine residues in chitodextrins,N/A,"Has antibacterial activity against the Gram-positive bacteria L.garvieae, M.luteus and Enterococcus sp."
P9WIN9,MP64_MYCTU,Immunogenic protein MPT64 (Antigen MPT64),mpt64 Rv1980c MTCY39.39,reviewed,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),228,"24,855",N/A,N/A,N/A,2HHI;,N/A
Q00973,B4GN1_HUMAN,"Beta-1,4 N-acetylgalactosaminyltransferase 1 (EC 2.4.1.92) ((N-acetylneuraminyl)-galactosylglucosylceramide) (GM2/GD2 synthase) (GalNAc-T)",B4GALNT1 GALGT SIAT2,reviewed,Homo sapiens (Human),533,"58,882",N/A,"Spastic paraplegia 26, autosomal recessive (SPG26)",Reaction=ganglioside GM3 (d18:1(4E)) + UDP-N-acetyl-alpha-D-galactosamine = ganglioside GM2 (d18:1(4E)) + H(+) + UDP,N/A,"Involved in the biosynthesis of gangliosides GM2, GD2, GT2 and GA2 from GM3, GD3, GT3 and GA3, respectively."
Q01279,EGFR_MOUSE,Epidermal growth factor receptor (EC 2.7.10.1),Egfr,reviewed,Mus musculus (Mouse),1210,"134,853",Endocytosis and inhibition of the activated EGFR by phosphatases like PTPRJ and PTPRK constitute immediate regulatory mechanisms,N/A,Reaction=ATP + L-tyrosyl-[protein] = ADP + H(+) + O-phospho-L-tyrosyl-[protein],N/A,Receptor tyrosine kinase binding ligands of the EGF family and activating several signaling cascades to convert extracellular cues into appropriate cellular responses.
Q04206,TF65_HUMAN,Transcription factor p65 (Nuclear factor NF-kappa-B p65 subunit) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 3),RELA NFKB3,reviewed,Homo sapiens (Human),551,"60,219",N/A,A chromosomal aberration involving ZFTA is found in more than two-thirds of supratentorial ependymomas,N/A,1NFI;2LSP;2O61;3GUT;3QXY;3RC0;4KV1;4KV4;5U4K;5URN;6NV2;6QHL;6QHM;6YOW;6YOX;6YOY;6YP2;6YP3;6YP8;6YPL;6YPY;6YQ2;7BI3;7BIQ;7BIW;7BIY;7BJB;7BJF;7BJL;7BJW;7BKH;7LET;7LEU;7LF4;7NJ9;7NJB;7NK3;7NK5;7NLA;7NLE;7NM1;7NM3;7NM9;7NMH;7NQP;7NR7;7NSV;7NV4;7NVI;7NWS;7NXS;7NXT;7NXW;7NXY;7NY4;7NYE;7NYF;7NYG;7NZ6;7NZG;7NZK;7NZV;7O34;7O3A;7O3F;7O3P;7O3Q;7O3R;7O3S;7O57;7O59;7O5A;7O5C;7O5D;7O5F;7O5G;7O5O;7O5P;7O5S;7O5U;7O5X;7O6F;7O6G;7O6I;7O6J;7O6K;7O6M;7O6O;,"NF-kappa-B is a pleiotropic transcription factor present in almost all cell types and is the endpoint of a series of signal transduction events that are initiated by a vast array of stimuli related to many biological processes such as inflammation, immunity, differentiation, cell growth, tumorigenesis and apoptosis."
Q04609,FOLH1_HUMAN,Glutamate carboxypeptidase 2 (EC 3.4.17.21) (Cell growth-inhibiting gene 27 protein) (Folate hydrolase 1) (Folylpoly-gamma-glutamate carboxypeptidase) (FGCP) (Glutamate carboxypeptidase II) (GCPII) (Membrane glutamate carboxypeptidase) (mGCP) (N-acetylated-alpha-linked acidic dipeptidase I) (NAALADase I) (Prostate-specific membrane antigen) (PSM) (PSMA) (Pteroylpoly-gamma-glutamate carboxypeptidase),FOLH1 FOLH NAALAD1 PSM PSMA GIG27,reviewed,Homo sapiens (Human),750,"84,331","The NAALADase activity is inhibited by beta-NAAG, quisqualic acid, 2-(phosphonomethyl) pentanedioic acid (PMPA) and EDTA",N/A,"Reaction=Release of an unsubstituted, C-terminal glutamyl residue, typically from Ac-Asp-Glu or folylpoly-gamma-glutamates",1Z8L;2C6C;2C6G;2C6P;2CIJ;2JBJ;2JBK;2OOT;2OR4;2PVV;2PVW;2XEF;2XEG;2XEI;2XEJ;3BHX;3BI0;3BI1;3BXM;3D7D;3D7F;3D7G;3D7H;3IWW;3RBU;3SJE;3SJF;3SJG;3SJX;4JYW;4JZ0;4LQG;4MCP;4MCQ;4MCR;4MCS;4NGM;4NGN;4NGP;4NGQ;4NGR;4NGS;4NGT;4OC0;4OC1;4OC2;4OC3;4OC4;4OC5;4OME;4P44;4P45;4P4B;4P4D;4P4E;4P4F;4P4I;4P4J;4W9Y;4X3R;5D29;5ELY;5F09;5O5R;5O5T;5O5U;5OF0;6ETY;6EZ9;6F5L;6FE5;6H7Y;6H7Z;6HKJ;6HKZ;6RBC;6RTI;6S1X;6SGP;6SKH;7BFZ;,Has both folate hydrolase and N-acetylated-alpha-linked-acidic dipeptidase (NAALADase) activity.
